Book_name,Book_url,Author,ISBN-10,Year,Pages,Language,Category,Book_description
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/, Taurius Litvinavicius, 1484254457, 2019, 199, English, C#,"Book Description:        Build and develop web applications with Blazor in C#. This book will cover all three types of Blazor – server-side, client-side, and hosted along with other features of the technology. You’ll see that Blazor is a web UI framework based on C#, Razor, and HTML and how it runs front-end logic using C# either on the server or on the browser using WebAssembly. The author starts by introducing WebAssembly and gives an overview of Blazor along with its various categories. Next, you’ll get started with Blazor where you learn the basics, including Razor syntax implementation. Here you will go over the major differences between Blazor and Razor and how the syntax works. A demo of the layout and navigation for server-side Blazor is followed by usage of Razor syntax to control an application in client-side Blazor. Further, you will go through the project layout, navigation, and routes for the API. Here, you will understand how to access the API from the front end and use the shared library for different models. Moving forward, you will discover how Blazor works with storage, files, and JavaScript. Finally, you will create web applications in Blazor using practical implementations and real-life scenarios for server-side, client-side, and hosted applications. After reading this book you will be able to build web applications with Blazor in C# and .NET Core 3.0. What You Will Learn  Bind one-way and two-way data Combine Blazor and JavaScript Understand layout in server-side and client-side applications Execute the general syntax in Razor  Who This Book Is For C# and .NET Core developers"
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/," Avinash Singh, Rahul Sharma", 1484254570, 2019, 321, English, Software,"Book Description:        Build an in-depth understanding of the Istio service mesh and see why a service mesh is required for a distributed application. This book covers the Istio architecture and its features using a hands-on approach with language-neutral examples. To get your Istio environment up and running, you will go through its setup and learn the concepts of control plane and data plane. You will become skilled with the new concepts and apply them with best practices to continuously deliver applications. What You Will Learn  Discover the Istio architecture components and the Envoy proxy Master traffic management for service routing and application deployment Build application resiliency using timeout, circuit breakers, and connection pools Monitor using Prometheus and Grafana Configure application security  Who This Book Is For  Developers and project managers who are trying to run their application using Kubernetes. The book is not specific for any programming language even though all examples will be in Java or Python."
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/," Chaminda Chandrasekara, Pushpa Herath", 1484254244, 2019, 280, English, Cloud Computing,"Book Description:        Use Azure Repos to manage your code in both centralized and distributed version control systems. This book will show you how to work with Team Foundation Version Control (TFVC) and distributed version control (Git), while exploring their best practices.  You’ll start with an introduction to Azure Repos, focusing on TFVC and Git, and then gradually transition to hands on lessons of working with TVFC. Next, you’ll see how to set up and work with TFVC branches and tracking systems followed by usage of command line and security in TFVC Repos.   Create and work on Git Repos in Azure DevOps and use branching with Azure Git Repos and Git command line in Visual Studio and vscode. The book then explores security in Git Repos and advanced options you can use to import from external Repos. With Hands-on Azure Repos as your guide, you’ll be able to work with these version control tools on any platform and with any language.   What You’ll Learn    Integrate Azure Repos with Azure Boards to enable tracking work with code. Create guidelines to tackle difficult situations in using Azure Repos Clone Azure Repo to local using Visual Studio and vscode Work with shelvesets, code reviews and lock types  Perform activities using REST API with Azure Repos   Who This Book Is For    Software developers, tech leads and architects."
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/," Gregory Smith, Kelvin Sung", 1484254422, 2019, 403, English, Game Programming,"Book Description:        Use Unity-based examples to understand fundamental mathematical concepts and see how they are applied when building modern video game functionality. You will gain the theoretical foundation you need, and you will know how to examine and modify an implementation. This book covers points in a 3D Cartesian coordinate system, and then discusses vectors and the details of dot and cross products. Basic mathematical foundations are illustrated through Unity-based example implementations. Also provided are examples showing how the concepts are applied when implementing video game functionality, such as collision support, motion simulations, autonomous behaviors, shadow approximations, and reflection off arbitrary walls. Throughout this book, you learn and examine the concepts and their applications in a game engine. What You Will Learn  Understand the basic concepts of points and vectors and their applications in game development Apply mathematical concepts to modern video game functionality, such as spherical and box colliders Implement autonomous behaviors, including following way points, facing a target, chasing an object, etc.  Who This Book is For Beginners, and those interested in the implementation of interactive games, who need a basic mathematical background or a refresher with modern examples"
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/, Ayende Rahien, 1933988606, 2019, 352, English, C#,"Book Description:        A general-purpose language like C# is designed to handle all programming tasks. By contrast, the structure and syntax of a Domain-Specific Language are designed to match a particular applications area. A DSL is designed for readability and easy programming of repeating problems. Using the innovative Boo language, it’s a breeze to create a DSL for your application domain that works on .NET and does not sacrifice performance. DSLs in Boo shows you how to design, extend, and evolve DSLs for .NET by focusing on approaches and patterns. You learn to define an app in terms that match the domain, and to use Boo to build DSLs that generate efficient executables. And you won’t deal with the awkward XML-laden syntax many DSLs require. The book concentrates on writing internal (textual) DSLs that allow easy extensibility of the application and framework. And if you don’t know Boo, don’t worry-you’ll learn right here all the techniques you need."
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/, Gavin M. Roy, 1617291005, 2017, 264, English, Services & APIs,Book Description:        RabbitMQ in Depth is a practical guide to building and maintaining message-based applications. This book provides detailed coverage of RabbitMQ with an emphasis on why it works the way it does.
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/, David Both, 1484254546, 2020, 583, English, Linux & Unix,"Book Description:        Experience an in-depth exploration of logical volume management and the use of file managers to manipulate files and directories and the critical concept that, in Linux, everything is a file and some fun and interesting uses of the fact that everything is a file. This book builds upon the skills you learned in Volume 1 of this course and it depends upon the virtual network and virtual machine created there. More experienced Linux users can begin with this volume and download the assigned script that will set up the VM for the start of Volume 2. Instructions with the script will provide specifications for configuration of the virtual network and the virtual machine. Refer to the volume overviews in the book’s introduction to select the volume of this course most appropriate for your current skill level. You’ll see how to manage and monitor running processes, discover the power of the special filesystems, monitor and tune the kernel while it is running – without a reboot. You’ll then turn to regular expressions and the power that using them for pattern matching can bring to the command line, and learn to manage printers and printing from the command line and unlock the secrets of the hardware on which your Linux operating system is running. Experiment with command line programming and how to automate various administrative tasks, networking, and the many services that are required in a Linux system. Use the logs and journals to look for clues to problems and confirmation that things are working correctly, and learn to enhance the security of your Linux systems and how to perform easy local and remote backups. What You Will Learn  Understand Logical Volume Management, using file managers, and special filesystems Exploit everything in a file Perform command line programming and basic automation Configure printers and manage other hardware Manage system services with systemd, user management, security, and local and remote backups using simple and freely available tools  Who This Book Is For Anyone who wants to continue to learn Linux in depth as an advanced user and system administrator at the command line while using the GUI desktop to leverage productivity."
Exploring Blazor,http://www.allitebooks.com/exploring-blazor/," Marko Bonaci, Petar Zecevic", 9781617292606, 2016, 472, English, Programming,Book Description:        Spark in Action teaches you the theory and skills you need to effectively handle batch and streaming data using Spark. Fully updated for Spark 2.0.
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Ron Dai, 148425208X, 2019, 231, English, Java,"Book Description:        There are many good Java programming books on the market, but it’s not easy to find one fit for a beginner. This book simplifies the complexity of Java programming and guides you through the journey to effectively work under the hood.   You’ll start with the fundamentals of Java programming and review how it integrates with basic mathematical concepts through many practical examples. You’ll witness firsthand how Java can be a powerful tool or framework in your experimentation work.   Learn Java with Math reveals how a strong math foundation is key to learning programming design. Using this as your motivation, you’ll be programming in Java in no time.    What You’ll Learn     Explore Java basics Program with Java using fun math-inspired examples Work with Java variables and algorithms Review I/O, loops, and control structures Use projects such as the Wright brothers coin flip game   Who This Book Is For   Those new to programming and Java but have some background in mathematics and are at least comfortable with using a computer."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Connor P. Milliken, 148425354X, 2020, 332, English, Python,"Book Description:        Immerse yourself in learning Python and introductory data analytics with this book’s project-based approach. Through the structure of a ten-week coding bootcamp course, you’ll learn key concepts and gain hands-on experience through weekly projects. Each chapter in this book is presented as a full week of topics, with Monday through Thursday covering specific concepts, leading up to Friday, when you are challenged to create a project using the skills learned throughout the week. Topics include Python basics and essential intermediate concepts such as list comprehension, generators and iterators, understanding algorithmic complexity, and data analysis with pandas. From beginning to end, this book builds up your abilities through exercises and challenges, culminating in your solid understanding of Python. Challenge yourself with the intensity of a coding bootcamp experience or learn at your own pace. With this hands-on learning approach, you will gain the skills you need to jumpstart a new career in programming or further your current one as a software developer. What You Will Learn  Understand beginning and more advanced concepts of the Python language Be introduced to data analysis using pandas, the Python Data Analysis library Walk through the process of interviewing and answering technical questions Create real-world applications with the Python language Learn how to use Anaconda, Jupyter Notebooks, and the Python Shell    Who This Book Is For    Those trying to jumpstart a new career into programming, and those already in the software development industry and would like to learn Python programming."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Gerard Gallant, 1617295744, 2019, 448, English, C & C++,"Book Description:        WebAssembly in Action introduces the WebAssembly stack and walks you through the process of writing and running browser-based applications. Expert developer Gerard Gallant gives you a firm foundation of the structure of a module, HTML basics, JavaScript Promises, and the WebAssembly JavaScript API."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Lam Thuy Vo, 1593279167, 2019, 208, English, Programming,"Book Description:        BuzzFeed News Senior Reporter Lam Thuy Vo explains how to mine, process, and analyze data from the social web in meaningful ways with the Python programming language. Did fake Twitter accounts help sway a presidential election? What can Facebook and Reddit archives tell us about human behavior? In Mining Social Media, senior BuzzFeed reporter Lam Thuy Vo shows you how to use Python and key data analysis tools to find the stories buried in social media. Whether you’re a professional journalist, an academic researcher, or a citizen investigator, you’ll learn how to use technical tools to collect and analyze data from social media sources to build compelling, data-driven stories. Learn how to: •  Write Python scripts and use APIs to gather data from the social web •  Download data archives and dig through them for insights •  Inspect HTML downloaded from websites for useful content •  Format, aggregate, sort, and filter your collected data using Google Sheets •  Create data visualizations to illustrate your discoveries •  Perform advanced data analysis using Python, Jupyter Notebooks, and the pandas library •  Apply what you’ve learned to research topics on your own Social media is filled with thousands of hidden stories just waiting to be told. Learn to use the data-sleuthing tools that professionals use to write your own data-driven stories."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Dirk Strauss, 1484254481, 2019, 267, English, Software,"Book Description:        Know how to use the features of Visual Studio 2019 and utilize the IDE correctly to become your one-stop solution for creating quality code. Learn what’s new in VS 2019 and explore the existing features of Visual Studio so you can use them more efficiently.  Getting Started with Visual Studio 2019 begins with an overview of Visual Studio and explores new features such as Visual Studio Live Share, Visual Studio Search, Solution Filters, and Intellicode. Author Dirk Strauss teaches you how to create project templates, write code snippets, and manage NuGet packages. You will learn how to: debug your code using breakpoints and step into specific methods, use data tips, and utilize the DebuggerDisplay attribute. You will then move on to learn unit testing and explore the tools provided by Visual Studio to create and run unit tests. The book also covers source control integration in Visual Studio and how to use GitHub to implement a source control strategy in your code.   What You Will Learn   Create and use code snippets in Visual Studio 2019 Utilize diagnostic tools and the Immediate window for code debugging Generate unit tests with IntelliTest Use NuGet in applications Create and handle pull requests   Who This Book Is For   Beginners and software developers working on the .NET stack"
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Akos Hochrein, 1484253574, 2019, 166, English, Python,"Book Description:        Explore microservices using the Python-based Django framework and review the benefits and drawbacks of them. This book will examine what microservices look like, how they talk to each other, and how they are crafted using the Python programming language and the Django web framework. You’ll start by understanding what the key differences are between microservices and monolithic architectures. The book then does a deep dive into how microservices are built and what common models have emerged in our industry. You’ll also take an extensive look at communication and ownership patterns and examine methodologies to speed up your architecture evolution by writing less but more distributed code using the Python programming language and the Django web framework. By the end of the book, you’ll have a solid understanding of microservices architectures. Armed with a comprehensive and solid toolset, you can begin working toward systems that are more scalable, resilient, and maintainable. What You’ll Learn  Understand the benefits and drawbacks of adopting microservices Design systems and architecture for resiliency and distributed ownership Work with tools for scaling distributed system both in technical and organizational dimensions Examine the essentials of the Django web framework"
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Sulaymon Eshkabilov, 1484250605, 2019, 524, English, Programming,"Book Description:        Employ essential and hands-on tools and functions of the MATLAB and Simulink packages, which are explained and demonstrated via interactive examples and case studies. This book contains dozens of simulation models and solved problems via m-files/scripts and Simulink models which help you to learn programming and modeling essentials. You’ll become efficient with many of the built-in tools and functions of MATLAB/Simulink while solving engineering and scientific computing problems.  Beginning MATLAB and Simulink explains various practical issues of programming and modelling in parallel by comparing MATLAB and Simulink. After reading and using this book, you’ll be proficient at using MATLAB and applying the source code from the book’s examples as templates for your own projects in data science or engineering.  What You Will Learn   Get started using MATLAB and Simulink Carry out data visualization with MATLAB Gain the programming and modeling essentials of MATLAB Build a GUI with MATLAB Work with integration and numerical root finding methods Apply MATLAB to differential equations-based models and simulations Use MATLAB for data science projects    Who This Book Is For  Engineers, programmers, data scientists, and students majoring in engineering and scientific computing."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/," Jeanne Boyarsky, Scott Selikoff", 1119584701, 2019, 608, English, Java Oracle,"Book Description:        The comprehensive study aide for those preparing for the new Oracle Certified Professional Java SE Programmer I exam–fully updated for the latest update of Exam 1Z0-815 Used primarily in mobile and desktop application development, Java is a platform-independent, object-oriented programming language. It is the principal language used in Android application development as well as a popular language for client-side cloud applications. Oracle has updated its Java Programmer certification tracks for Oracle Certified Professional. The OCP Oracle Certified Professional Java SE 11 Programmer I Study Guide covers 100% of exam objectives, ensuring that you are thoroughly prepared for this challenging certification exam. This comprehensive, in-depth study guide helps you develop the functional-programming knowledge required to pass the exam and earn certification. All vital topics are covered, including Java building blocks, operators and loops, String and StringBuilder, Array and ArrayList, and more. Included is access to Sybex’s superior online interactive learning environment and test bank–containing self-assessment tests, chapter tests, bonus practice exam questions, electronic flashcards, and a searchable glossary of important terms. This indispensable guide:  Clarifies complex material and strengthens your comprehension and retention of key topics Covers all exam objectives such as methods and encapsulation, exceptions, inheriting abstract classes and interfaces, Modules, and Lambda Expressions Explains object-oriented design principles and patterns Helps you master the fundamentals of functional programming Enables you to create Java solutions applicable to real-world scenarios  There are over 9 millions developers using Java around the world, yet hiring managers face challenges filling open positions with qualified candidates. The OCP Oracle Certified Professional Java SE 11 Programmer I Study Guide will help you take the next step in your career."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Jason Lee Hodges, 1484252055, 2019, 320, English, Programming,"Book Description:        Learn software engineering from scratch, from installing and setting up your development environment, to navigating a terminal and building a model command line operating system, all using the Scala programming language as a medium. The demand for software engineers is growing exponentially, and with this book you can start your journey into this rewarding industry, even with no prior programming experience. Using Scala, a language known to contain “everything and the kitchen sink,” you’ll begin coding on a gentle learning curve by applying the basics of programming such as expressions, control flow, functions, and classes. You’ll then move on to an overview of all the major programming paradigms. You’ll finish by studying software engineering concepts such as testing and scalability, data structures, algorithm design and analysis, and basic design patterns. With Software Engineering from Scratch as your navigator, you can get up to speed on the software engineering industry, develop a solid foundation of many of its core concepts, and develop an understanding of where to invest your time next. What You Will Learn  Use Scala, even with no prior knowledge Demonstrate general Scala programming concepts and patterns Begin thinking like a software engineer Work on every level of the software development cycle   Who This Book Is For Anyone who wants to learn about software engineering; no prior programming experience required."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Jason Strate, 1484254635, 2019, 615, English, SQL,"Book Description:        Take a deep dive into perhaps the single most important facet of good performance: indexes, and how to best use them. Recent updates to SQL Server have made it possible to create indexes in situations that in the past would have prevented their use.   Other improvements covered in this book include new dynamic management views, the ability to pause and resume index maintenance, and the ability to more easily recover from failures during index creation and maintenance operations. This new edition also brings new content around the indexing of columnstore and in-memory tables, showing how these new types of tables and the queries that execute against them can also benefit from good indexing practices.   The book begins with explanations of the types of indexes and how they are stored in databases. Moving deeper into the topic, and further into the book, you will look at the statistics that are accumulated both by indexes and on indexes. You will better understand what indexes are doing in the database and what can be done to mitigate and improve their effect on performance. You will get a look at the Index Advisor now available in Azure SQL Database, and learn how to review and maintain the health of your indexes. The final chapters present a guided tour through a number of scenarios showing approaches you can take to investigate, mitigate, and improve the performance of your database.   What You Will Learn     Properly index row store, columnstore, and in-memory tables Review statistics to understand indexing choices made by the optimizer Apply indexing strategies such as covering indexes, included columns, and index intersections Recognize and remove unnecessary indexes Design effective indexes for full-text, spatial, and XML data types Manage the big picture: Encompass all indexes in a database, and all database instances on a server    Who This Book Is For   Database administrators and developers who are ready to lift the performance of their database environment by thoughtfully building indexes to speed up queries that matter the most and make a difference to the business"
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Adam Freeman, 1484252837, 2019, 351, English, C & C++,"Book Description:        Combine the strengths of Angular, the leading framework for developing complex client-side applications, and ASP.NET Core MVC 3, the latest evolution of Microsoft’s framework for server-side applications. This new edition offers updated Angular, ASP.NET Core 3, Entity Framework Core 3 examples, an all-new chapter on interoperability with Blazor, and more! Best-selling author Adam Freeman brings together these two key technologies and explains how to use ASP.NET Core MVC 3 to provide back-end services for Angular applications. This fast-paced and practical guide starts from the nuts and bolts and gives you the knowledge you need to combine Angular and ASP.NET Core MVC 3 in your projects. Each topic is covered clearly and concisely and is packed with the essential details you need to learn to be truly effective. What You Will Learn   Gain a solid understanding of how ASP.NET Core MVC 3 and Angular can work together Utilize both Visual Studio and Visual Studio Code to develop Angular/ASP.NET Core MVC projects   Create ASP.NET Core RESTful web services to support Angular applications  Expose data from Entity Framework Core to Angular applications Use ASP.NET Core Identity to provide security services to Angular applications Understand how Angular and Blazor applications can work together  Who This Book Is For This book is for developers with knowledge of ASP.NET Core MVC who are introducing Angular into their projects."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Jeffrey M. Rhodes, 1484253302, 2019, 241, English, Office,"Book Description:        Take your Office 365 and SharePoint projects to a higher level by using PowerApps, Flow, Power BI, JavaScript/jQuery jQuery UI widgets, Cascading Style Sheets (CSS), and more. This book will help you create easier solutions to client-side problems and applications. Additionally, you will be able to effectively visualize your data with Power BI. This book starts with configuration of SharePoint and Office 365 followed by your first example of PowerApps. You will lay the foundation for a help ticket application and see how to update a SharePoint list with PowerApps. You then will work with the jQuery open source library and learn how to use the developer tools within your browser. This allows you to customize data displays in SharePoint. Next, you will add jQuery UI widgets such as buttons and dialogs to SharePoint, learning how to configure and manipulate them via JavaScript. You will use these new skills to convert a normal SharePoint announcement into a visually compelling page of network alerts. You also will use JavaScript and styles to hugely improve native SharePoint calendars by color-coding them by category or location. To prevent overlapping events in calendars, you will work with SharePoint’s web services and JavaScript. You will use similar concepts to make appealing accordion SharePoint pages. You then will explore Microsoft Forms, Flow, and Power BI, including building surveys in both Forms and SharePoint and using Power BI to show results over the last week, month, quarter, and year. Using advanced Power BI you will see how to deal with JSON, XML, and Yes/No data. Next, you will look at how to display Office documents as well as interact with them via JavaScript. Switching back to PowerApps, you will build the final help ticketing system before using Power BI to see how to visualize the ticket information. After a quick detour on using iFrames in SharePoint, you will jump into building a power routing application using InfoPath and SharePoint Designer. You will even call SharePoint’s web services from Designer to customize email notifications. You end the InfoPath set of chapters with a highly useful application for signing up for and managing attendance for training and other classes. Finally, you will add Google Analytics to track SharePoint usage. What You Will Learn  Build powerful applications with PowerApps Extend SharePoint’s capabilities using JavaScript Create surveys with SharePoint and Microsoft Forms, copy the results to SharePoint using Flow, and visualize the data with Power BI Employ advanced Power BI techniques to include custom columns, pivoting, and dealing with JSON, XML, and Yes/No data Use InfoPath and SharePoint workflows to create routing systems, schedule classes, and other advanced tasks  Who This Book Is For Business and application developers"
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Jayant Varma, 1484255151, 2019, 183, English, Swift,"Book Description:        Dive into the world of developing for all of Apple platforms with SwiftUI, Apple’s new framework that makes writing applications faster and easier with fewer lines of code. This book teaches the basics of SwiftUI to help you write amazing native applications using XCode. For developers already familiar with ReactNative, this book reviews the declarative, state-based DSL that manages the UI and updates it automatically will feel just like what they’re used to. You’ll see how SwiftUI reduces the number of lines of code required to achieve the same effects by over 60% and provides a much better experience. Like the announcement of Swift in 2014, SwiftUI is expected to fundamentally change the way developing programmers approach coding iPhone and iPad applications. This book examines how SwiftUI lowers the entry barrier for developers to write amazing cross-platform applications for iOS and iPadOS as well as WatchOS, Mac OS, and TVOS. What You’ll Learn    Write code in the new SwiftUI syntax Combine views to arrange them for an application Add gestures and controls to an application   Who This Book Is For Anyone who wants to learn to develop apps for the Mac, iPhone, iPad, and Apple Watch using the Swift programming language. No previous programming experience is necessary."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Sanjib Sinha, 1484253906, 2019, 225, English, Security,"Book Description:         Start with the basics of bug hunting and learn more about implementing an offensive approach by finding vulnerabilities in web applications. Getting an introduction to Kali Linux, you will take a close look at the types of tools available to you and move on to set up your virtual lab. You will then discover how request forgery injection works on web pages and applications in a mission-critical setup. Moving on to the most challenging task for any web application, you will take a look at how cross-site scripting works and find out about effective ways to exploit it. You will then learn about header injection and URL redirection along with key tips to find vulnerabilities in them. Keeping in mind how attackers can deface your website, you will work with malicious files and automate your approach to defend against these attacks. Moving on to Sender Policy Framework (SPF), you will see tips to find vulnerabilities in it and exploit them. Following this, you will get to know how unintended XML injection and command injection work to keep attackers at bay. Finally, you will examine different attack vectors used to exploit HTML and SQL injection. Overall, Bug Bounty Hunting for Web Security will help you become a better penetration tester and at the same time it will teach you how to earn bounty by hunting bugs in web applications. What You Will Learn   Implement an offensive approach to bug hunting   Create and manage request forgery on web pages   Poison Sender Policy Framework and exploit it   Defend against cross-site scripting (XSS) attacks   Inject headers and test URL redirection   Work with malicious files and command injection  Resist strongly unintended XML attacks    Who This Book Is For   White-hat hacking enthusiasts who are new to bug hunting and are interested in understanding the core concepts."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/," James Weaver, Johan Vos, Stephen Chin", 1484249259, 2019, 621, English, Java,"Book Description:        Build enhanced visual experiences and design and deploy modern, easy-to-maintain, client applications across a variety of platforms. This book will show you how these applications can take advantage of the latest user interface components, 3D technology, and cloud services to create immersive visualizations and allow high-value data manipulation.   The Definitive Guide to Modern Java Clients with JavaFX is a professional reference for building Java applications for desktop, mobile, and embedded in the Cloud age. It offers end-to-end coverage of the latest features in JavaFX and Java 13. After reading this book, you will be equipped to upgrade legacy client applications, develop cross-platform applications in Java, and build enhanced desktop and mobile native clients.    What You Will Learn    Create modern client applications in Java using the latest JavaFX and Java 13 Build enterprise clients that will enable integration with existing cloud services Use advanced visualization and 3D features Deploy on desktop, mobile, and embedded devices    Who This Book Is For   Professional Java developers who are interested in learning the latest client Java development techniques to fill out their skillset."
Learn Java with Math,http://www.allitebooks.com/learn-java-with-math/, Mariot Tsitoara, 1484253124, 2019, 289, English, Web Development,"Book Description:        Learn the fundamentals of version control through step-by-step tutorials that will teach you the ins-and-outs of Git. This book is your complete guide to how Git and GitHub work in a professional team environment. Divided into three parts – Version Control, Project Management and Teamwork – this book reveals what waits for you in the real world and how to resolve the problems you may run into. Once past the basics of Git, you’ll see how to manage a software project, and finally how to utilize Git and GithHub to work effectively as a team. You’ll examine how to plan, follow and execute a project with GitHub, and then apply those concepts to real-world situations. Workaround the pitfalls that most programmers fall into when driving a project with Git by using proven tactics to avoid them. You will also be taught the easiest and quickest ways to resolve merge conflicts. A lot of modern books on Git don’t go into depth about non-technical topics. Beginning Git and GitHub will help you cover all the bases right at the start of your career. What You’ll Learn  Review basic and advanced concepts of Git Apply Project Management skills using GitHub Solve conflicts or, ideally, avoid them altogether Use advanced concepts for a more boosted workflow  Who This book Is For New developers, developers that have never worked in a team environment before, developers with basic knowledge of Git or GitHub, or anyone who works with text documents."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Sanjaya Yapa, 1484253450, 2019, 240, English, C & C++,"Book Description:        Use the full range of features of Dynamics 365 Portal to develop and implement end user portals to provide your audience an online location to communicate and collaborate. This book guides you through implementation and highlights the best practices for each feature. Author Sanjaya Yapa begins with an introduction to end user portals in Dynamics 365 and takes you through a practical example that explains the features in detail. He then teaches you how the portal security works and best practices involved while configuring security such as local and federated authentication, web roles, and access rules. Helpful illustrations and directives guide you in setting up your portal with Dynamics 365 Customer Engagement (CE), basic customizations, content management, and web forms. You learn how to configure and manage document storage and learn about liquid templates, which is important when implementing custom web experiences for your end users. After reading this book, you will be able to implement a portal with Dynamics 365 CE and incorporate best practices in your enterprise-scale solutions. What You Will Learn  Set up Dynamics 365 Portal within your Dynamics 365 instance Get familiar with Portal Management Interface and its features Know the security models and how to choose the best option Use Entity Forms, lists, displaying charts, and customize Portal Refer to practical examples and case studies for developing and implementing advanced liquid templates  Who This Book Is For Developers working in a Dynamics 365 CE environment"
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Dwight Spivey, 1119607612, 2019, 464, English, Hardware & DIY,"Book Description:        Get down to iPhone basics―and beyond It’s fun to play with new gadgets―but getting to the point where you can navigate around a new iPhone with ease can feel daunting at any age. Written with you in mind, the easy-to-follow steps, larger text, and full-color images in this book help you manage, personalize, and use your new iPhone to its fullest extent. You’ll discover how to do everything from shop online and organize appointments using Calendar, to taking and sharing pictures and downloading and listening to your favorite music. With the latest iOS update, you’ll also learn how to customize Siri Suggestions, limit App notifications, stay in touch with Group FaceTime video calls, read ebooks, play games―whatever you fancy!  Sync with iTunes Stay safe while browsing Manage email and appointments Download and use apps  Whether you’re a total newbie or upgrading from an older model, iPhone For Seniors For Dummies helps you can sit back, relax, and enjoy keeping up with the latest technology!"
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, Michael Lauer, 1484253795, 2019, 242, English, Programming,"Book Description:        Get an introduction into the Vala programming language and learn about its syntax, semantics, and idioms. Do you want to boost your productivity? Are you interested in a programming language that combines the efficiency of a scripting language with the performance of a compiled language? Did you always want to write GTK+ or GNOME programs, but hate C with a passion? Read this book and learn Vala!   Introducing Vala Programming starts from Hello World and goes up to graphical user interfaces using GTK+, covering DBus interprocess communication, network programming, Linux specifics, and more. You’ll learn how to leverage external libraries and enhance Vala by writing bindings to new libraries.    What You Will Learn    Discover the Vala programming language and how to use it to boost your productivity Use Vala syntax and semantics Write object-oriented code with Vala Work with DBus Implement networking with Vala Integrate and use external libraries with bindings and libgusb    Who This Book Is For   People with basic programming experience in any imperative programming language."
Software Engineering from Scratch,http://www.allitebooks.com/software-engineering-from-scratch/, David Paper, 1484253728, 2019, 242, English, Programming,"Book Description:         Aspiring data science professionals can learn the Scikit-Learn library along with the fundamentals of machine learning with this book. The book combines the Anaconda Python distribution with the popular Scikit-Learn library to demonstrate a wide range of supervised and unsupervised machine learning algorithms. Care is taken to walk you through the principles of machine learning through clear examples written in Python that you can try out and experiment with at home on your own machine.  All applied math and programming skills required to master the content are covered in this book. In-depth knowledge of object-oriented programming is not required as working and complete examples are provided and explained. Coding examples are in-depth and complex when necessary. They are also concise, accurate, and complete, and complement the machine learning concepts introduced. Working the examples helps to build the skills necessary to understand and apply complex machine learning algorithms.  Hands-on Scikit-Learn for Machine Learning Applications is an excellent starting point for those pursuing a career in machine learning. Students of this book will learn the fundamentals that are a prerequisite to competency. Readers will be exposed to the Anaconda distribution of Python that is designed specifically for data science professionals, and will build skills in the popular Scikit-Learn library that underlies many machine learning applications in the world of Python.    What You’ll Learn    Work with simple and complex datasets common to Scikit-Learn Manipulate data into vectors and matrices for algorithmic processing Become familiar with the Anaconda distribution used in data science Apply machine learning with Classifiers, Regressors, and Dimensionality Reduction Tune algorithms and find the best algorithms for each dataset Load data from and save to CSV, JSON, Numpy, and Pandas formats     Who This Book Is For  The aspiring data scientist yearning to break into machine learning through mastering the underlying fundamentals that are sometimes skipped over in the rush to be productive. Some knowledge of object-oriented programming and very basic applied linear algebra will make learning easier, although anyone can benefit from this book."
